Sample	Population code	Population	Superpopulation code	Superpopulation	Source	Latitude	Longitude	Region	Sample Alias	Country	Town	Single_Ancestry	k7_EUR	k7_AHG	k7_WAS	k7_NAT	k7_EAS	k7_SAS	k7_AFR	k8_EUR	k8_AFR	k8_NAT	k8_EAS	k8_SAS	k8_AHG	k8_OCE	k8_WAS	k6_AHG	k6_EAS	k6_NAT	k6_AFR	k6_EUR	k6_SAS	Panel
HGDP01182		Yi	EAS	East Asian	HGDP	28.0	103.0	EAST_ASIA				1	1e-05	1e-05	1e-05	0.010089	0.9898610000000001	1e-05	1e-05	1e-05	1e-05	0.009243000000000001	0.980678	1e-05	1e-05	0.010029999999999999	1e-05	1e-05	0.98987	0.01009	1e-05	1e-05	1e-05	
HGDP01183		Yi	EAS	East Asian	HGDP	28.0	103.0	EAST_ASIA				1	1e-05	1e-05	1e-05	0.007831	0.983072	0.009056999999999999	1e-05	1e-05	1e-05	0.007749	0.97985	0.008002	1e-05	0.004359	1e-05	1e-05	0.9831479999999999	0.007918999999999999	1e-05	1e-05	0.008903	
HGDP01184		Yi	EAS	East Asian	HGDP	28.0	103.0	EAST_ASIA				1	1e-05	1e-05	1e-05	0.011045999999999999	0.9889040000000001	1e-05	1e-05	1e-05	1.1e-05	0.011311	0.988115	1e-05	1e-05	0.000522	1e-05	1e-05	0.988917	0.011043	1e-05	1e-05	1e-05	
HGDP01185		Yi	EAS	East Asian	HGDP	28.0	103.0	EAST_ASIA				1	1e-05	1e-05	1e-05	0.000786	0.9991639999999999	1e-05	1e-05	1e-05	1e-05	1e-05	0.990524	1e-05	1e-05	0.009415999999999999	1e-05	1.1e-05	0.999179	0.00078	1e-05	1e-05	1e-05	EAS
HGDP01186		Yi	EAS	East Asian	HGDP	28.0	103.0	EAST_ASIA				1	1e-05	1e-05	1e-05	0.005151	0.994799	1e-05	1e-05	1e-05	1e-05	0.00424	0.98729	1e-05	1e-05	0.00842	1e-05	1e-05	0.994841	0.005118999999999999	1e-05	1e-05	1e-05	
HGDP01187		Yi	EAS	East Asian	HGDP	28.0	103.0	EAST_ASIA				1	1e-05	1e-05	1e-05	1e-05	0.9999399999999999	1e-05	1e-05	1e-05	1e-05	1.8e-05	0.9974879999999999	1.4000000000000001e-05	1e-05	0.00244	1e-05	1e-05	0.99995	1e-05	1e-05	1e-05	1e-05	EAS
HGDP01188		Yi	EAS	East Asian	HGDP	28.0	103.0	EAST_ASIA	LP6005442-DNA_H01	China		1	1e-05	1e-05	1e-05	0.002519	0.997431	1e-05	1e-05	1e-05	1e-05	0.0018440000000000002	0.98836	1e-05	1e-05	0.009746	1e-05	1e-05	0.997424	0.002536	1e-05	1e-05	1e-05	
HGDP01189		Miao	EAS	East Asian	HGDP	28.0	109.0	EAST_ASIA				1	1e-05	1e-05	1e-05	1e-05	0.9999399999999999	1e-05	1e-05	1e-05	1e-05	1e-05	0.9999299999999999	1e-05	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05	1e-05	1e-05	1e-05	EAS
HGDP01190		Miao	EAS	East Asian	HGDP	28.0	109.0	EAST_ASIA				1	1e-05	1e-05	1e-05	1e-05	0.9999399999999999	1e-05	1e-05	1e-05	1e-05	1e-05	0.9999299999999999	1e-05	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05	1e-05	1e-05	1e-05	EAS
HGDP01191		Miao	EAS	East Asian	HGDP	28.0	109.0	EAST_ASIA	LP6005441-DNA_C08	China		1	1e-05	1e-05	1e-05	1e-05	0.9999399999999999	1e-05	1e-05	1e-05	1e-05	1e-05	0.9999299999999999	1e-05	1e-05	1e-05	1e-05	1.3000000000000001e-05	0.9999469999999999	1e-05	1e-05	1e-05	1e-05	EAS
HGDP01192		Miao	EAS	East Asian	HGDP	28.0	109.0	EAST_ASIA				1	1e-05	1e-05	1e-05	1e-05	0.9999399999999999	1e-05	1e-05	1e-05	1e-05	1e-05	0.9934299999999999	1e-05	1e-05	0.006509999999999999	1e-05	1e-05	0.99995	1e-05	1e-05	1e-05	1e-05	EAS
HGDP01193		Miao	EAS	East Asian	HGDP	28.0	109.0	EAST_ASIA				1	1e-05	1e-05	1e-05	1e-05	0.9999399999999999	1e-05	1e-05	1e-05	1e-05	1e-05	0.9999299999999999	1e-05	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05	1e-05	1e-05	1e-05	EAS
HGDP01194		Miao	EAS	East Asian	HGDP	28.0	109.0	EAST_ASIA				1	1e-05	1e-05	1e-05	1e-05	0.9999399999999999	1e-05	1e-05	1e-05	1e-05	1e-05	0.9999299999999999	1e-05	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05	1e-05	1e-05	1e-05	EAS
HGDP01195		Miao	EAS	East Asian	HGDP	28.0	109.0	EAST_ASIA				1	1e-05	1e-05	1e-05	1e-05	0.9999399999999999	1e-05	1e-05	1e-05	1e-05	1e-05	0.9999299999999999	1e-05	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05	1e-05	1e-05	1e-05	EAS
HGDP01196		Miao	EAS	East Asian	HGDP	28.0	109.0	EAST_ASIA				1	1e-05	1e-05	1e-05	1e-05	0.9999399999999999	1e-05	1e-05	1e-05	1e-05	1e-05	0.9999299999999999	1e-05	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05	1e-05	1e-05	1e-05	EAS
HGDP01197		Miao	EAS	East Asian	HGDP	28.0	109.0	EAST_ASIA				1	1e-05	1e-05	1e-05	1e-05	0.9999399999999999	1e-05	1e-05	1e-05	1e-05	1e-05	0.9999299999999999	1e-05	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05	1e-05	1e-05	1e-05	EAS
HGDP01198		Miao	EAS	East Asian	HGDP	28.0	109.0	EAST_ASIA	LP6005441-DNA_D08	China		1	1e-05	1e-05	1e-05	1e-05	0.9999399999999999	1e-05	1e-05	1e-05	1e-05	1e-05	0.9999299999999999	1e-05	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05	1e-05	1e-05	1e-05	EAS
HGDP01199		Mandenka	AFR	African	HGDP	12.0	-12.0	AFRICA	LP6005441-DNA_E07	Senegal		1	1e-05	1e-05	1.2e-05	1e-05	1e-05	1e-05	0.9999379999999999	1e-05	0.9999299999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05	1e-05	AFR
HGDP01200		Mandenka	AFR	African	HGDP	12.0	-12.0	AFRICA				1	1e-05	1e-05	0.011942	1e-05	1e-05	1e-05	0.988008	1e-05	0.987893	1e-05	1e-05	1e-05	1e-05	1e-05	0.012047	1e-05	1e-05	1e-05	0.994418	0.005542	1e-05	
HGDP01201		Mandenka	AFR	African	HGDP	12.0	-12.0	AFRICA				1	1e-05	1e-05	0.006595	1e-05	1e-05	1e-05	0.9933549999999999	1e-05	0.993295	1e-05	1e-05	1e-05	1e-05	1e-05	0.006645	1e-05	1e-05	0.002031	0.9975430000000001	0.000395	1e-05	AFR
HGDP01202		Mandenka	AFR	African	HGDP	12.0	-12.0	AFRICA				1	1e-05	1e-05	0.001973	1e-05	1e-05	1e-05	0.997977	1e-05	0.9977719999999999	1e-05	1e-05	1e-05	1e-05	1e-05	0.002168	1e-05	1e-05	1e-05	0.99995	1e-05	1e-05	AFR
HGDP01203		Oroqen	EAS	East Asian	HGDP	50.4	126.5	EAST_ASIA	LP6005441-DNA_E09	China		1	0.025939999999999998	1e-05	1e-05	0.082985	0.891035	1e-05	1e-05	0.025927	1e-05	0.08316	0.890863	1e-05	1e-05	1e-05	1e-05	1e-05	0.891149	0.08469199999999999	1e-05	0.024128999999999998	1e-05	
HGDP01204		Oroqen	EAS	East Asian	HGDP	50.4	126.5	EAST_ASIA				1	0.024008	1e-05	1e-05	0.034405	0.9369559999999999	0.004601	1e-05	0.022955	1e-05	0.034375	0.9360069999999999	0.006623	1e-05	1e-05	1e-05	1e-05	0.9373090000000001	0.035283	1e-05	0.02423	0.0031579999999999998	
HGDP01205		Oroqen	EAS	East Asian	HGDP	50.4	126.5	EAST_ASIA				1	0.032484	1e-05	0.006842	0.063796	0.896849	1e-05	1e-05	0.031841	1.1e-05	0.06412899999999999	0.8961620000000001	1e-05	1e-05	0.000332	0.007504	1e-05	0.896526	0.064721	1e-05	0.038722	1e-05	
HGDP01206		Oroqen	EAS	East Asian	HGDP	50.4	126.5	EAST_ASIA				1	0.035542000000000004	1e-05	1e-05	0.08935	0.8750680000000001	1e-05	1e-05	0.035163	1e-05	0.089321	0.8751049999999999	1e-05	1e-05	1e-05	0.000371	1e-05	0.875014	0.090311	1e-05	0.034645999999999996	1e-05	
HGDP01207		Oroqen	EAS	East Asian	HGDP	50.4	126.5	EAST_ASIA				1	0.041461000000000005	1e-05	1e-05	0.06264700000000001	0.8958520000000001	1e-05	1e-05	0.041579000000000005	1e-05	0.062684	0.8956870000000001	1e-05	1e-05	1e-05	1e-05	1e-05	0.895983	0.06467	1e-05	0.039317000000000005	1e-05	
HGDP01208		Oroqen	EAS	East Asian	HGDP	50.4	126.5	EAST_ASIA				1	0.021297	1e-05	1e-05	0.069767	0.908897	1e-05	1e-05	0.021223	1e-05	0.069786	0.908941	1e-05	1e-05	1e-05	1e-05	1e-05	0.908274	0.070767	1e-05	0.020928	1e-05	
HGDP01209		Oroqen	EAS	East Asian	HGDP	50.4	126.5	EAST_ASIA				1	0.027727999999999996	1e-05	1e-05	0.074866	0.897366	1e-05	1e-05	0.027622000000000004	1e-05	0.075164	0.897022	1e-05	1e-05	1e-05	0.000152	1e-05	0.8969809999999999	0.076285	1e-05	0.026704000000000002	1e-05	
HGDP01211		Oroqen	EAS	East Asian	HGDP	50.4	126.5	EAST_ASIA	LP6005441-DNA_F09	China		1	0.029873	1e-05	1e-05	0.115352	0.854734	1e-05	1e-05	0.030079	1e-05	0.11517100000000001	0.8547	1e-05	1e-05	1e-05	1e-05	1e-05	0.8545520000000001	0.11840899999999999	1e-05	0.027009	1e-05	
HGDP01212		Oroqen	EAS	East Asian	HGDP	50.4	126.5	EAST_ASIA				1	0.044547	1e-05	0.0038130000000000004	0.035654000000000005	0.9127799999999999	0.003187	1e-05	0.043648	1e-05	0.035898	0.9114469999999999	0.004732	1e-05	0.000407	0.003848	1e-05	0.913158	0.036807	1e-05	0.048853	0.0011619999999999998	
HGDP01213		Daur	EAS	East Asian	HGDP	48.5	124.0	EAST_ASIA				1	0.034292	1e-05	1e-05	0.044936000000000004	0.920731	1e-05	1e-05	0.034306	1e-05	0.045056	0.920588	1e-05	1e-05	1e-05	1e-05	1e-05	0.920509	0.046468999999999996	1e-05	0.032992	1e-05	
HGDP01214		Daur	EAS	East Asian	HGDP	48.5	124.0	EAST_ASIA				1	0.042293	1e-05	0.009734	0.033569	0.8997120000000001	0.014672	1e-05	0.040963	1e-05	0.033519	0.89922	0.015934	1e-05	1e-05	0.010334000000000001	1e-05	0.899551	0.034063	1e-05	0.051900999999999996	0.014465	
HGDP01215		Daur	EAS	East Asian	HGDP	48.5	124.0	EAST_ASIA	LP6005441-DNA_F04	China		1	0.04802	1e-05	1e-05	0.040906	0.911034	1e-05	1e-05	0.04811	1e-05	0.040894	0.9109459999999999	1e-05	1e-05	1e-05	1e-05	1.1e-05	0.910423	0.042677	1e-05	0.046869	1e-05	
HGDP01216		Daur	EAS	East Asian	HGDP	48.5	124.0	EAST_ASIA				1	0.036704	1e-05	1e-05	0.060443	0.9028120000000001	1e-05	1e-05	0.036763	1e-05	0.060205999999999996	0.901386	1e-05	1e-05	0.001605	1e-05	1e-05	0.9027219999999999	0.061810000000000004	1e-05	0.035438	1e-05	
HGDP01217		Daur	EAS	East Asian	HGDP	48.5	124.0	EAST_ASIA				1	0.029802	1e-05	0.019668	0.034175	0.916324	1e-05	1e-05	0.027836	1e-05	0.034138999999999996	0.916374	1e-05	1e-05	1e-05	0.021611000000000002	1e-05	0.916114	0.034234	1e-05	0.049622	1e-05	
HGDP01218		Daur	EAS	East Asian	HGDP	48.5	124.0	EAST_ASIA				1	0.018122	1e-05	0.016798	0.050808	0.914242	1e-05	1e-05	0.017894999999999998	1e-05	0.050797	0.914142	1e-05	1e-05	1e-05	0.017126	1e-05	0.914085	0.050927999999999994	1e-05	0.034957	1e-05	
HGDP01220		Daur	EAS	East Asian	HGDP	48.5	124.0	EAST_ASIA				1	0.024990000000000002	1e-05	1e-05	0.049916	0.921291	0.003773	1e-05	0.024089	1e-05	0.050289999999999994	0.920241	0.00534	1e-05	1e-05	1e-05	1e-05	0.9208559999999999	0.050822000000000006	1e-05	0.023882	0.00442	
HGDP01221		Daur	EAS	East Asian	HGDP	48.5	124.0	EAST_ASIA				1	0.031849	1e-05	0.0030559999999999997	0.044069	0.9209959999999999	1e-05	1e-05	0.030184	1e-05	0.044156	0.920574	1e-05	1e-05	1e-05	0.005047	1e-05	0.920356	0.044587	1e-05	0.035026999999999996	1e-05	
HGDP01222		Daur	EAS	East Asian	HGDP	48.5	124.0	EAST_ASIA				1	0.022528	1e-05	0.006964	0.042854	0.927624	1e-05	1e-05	0.021417	1e-05	0.042794	0.92753	1e-05	1e-05	1e-05	0.008219	1e-05	0.9274389999999999	0.043075	1e-05	0.029456	1e-05	
HGDP01223		Mongolian	EAS	East Asian	HGDP	48.5	119.0	EAST_ASIA	LP6005441-DNA_F08	China		1	0.048797	1e-05	0.0005070000000000001	0.032144	0.9185209999999999	1e-05	1e-05	0.0484	1e-05	0.032293	0.918432	1e-05	1e-05	1e-05	0.0008359999999999999	1.2e-05	0.9181389999999999	0.033055	1e-05	0.048774	1e-05	
HGDP01224		Mongolian	EAS	East Asian	HGDP	48.5	119.0	EAST_ASIA				1	0.030556	1e-05	0.006187	0.032232	0.9309950000000001	1e-05	1e-05	0.029439	1e-05	0.032402	0.9308	1e-05	1e-05	1e-05	0.007319	1e-05	0.930792	0.03257	1e-05	0.036608	1e-05	
HGDP01225		Mongolian	EAS	East Asian	HGDP	48.5	119.0	EAST_ASIA				1	0.040713	1e-05	0.0032630000000000003	0.02257	0.933424	1e-05	1e-05	0.040308	1e-05	0.022586000000000002	0.933417	1e-05	1e-05	1e-05	0.0036490000000000003	1e-05	0.9328489999999999	0.023163	1e-05	0.043958	1e-05	
HGDP01227		Mongolian	EAS	East Asian	HGDP	48.5	119.0	EAST_ASIA				1	0.036239	1e-05	0.020994	0.028214	0.90044	0.014094	1e-05	0.035619	1e-05	0.028311000000000003	0.8996290000000001	0.01549	1e-05	1e-05	0.020921000000000002	1e-05	0.899701	0.028138	1e-05	0.055848	0.016293000000000002	
HGDP01228		Mongolian	EAS	East Asian	HGDP	48.5	119.0	EAST_ASIA	LP6005441-DNA_E08	China		1	0.047721	1e-05	1e-05	0.020706	0.9315329999999999	1e-05	1e-05	0.04777	1e-05	0.02086	0.931321	1e-05	1e-05	1e-05	1e-05	1e-05	0.9312459999999999	0.022076	1e-05	0.046649	1e-05	
HGDP01229		Mongolian	EAS	East Asian	HGDP	48.5	119.0	EAST_ASIA				1	0.101978	1e-05	0.023577	0.082963	0.7832319999999999	0.008231	1e-05	0.10030399999999999	1e-05	0.08301599999999999	0.782201	0.010394	1e-05	1e-05	0.024054	1e-05	0.78269	0.08429400000000001	1e-05	0.123932	0.009063	
HGDP01230		Mongolian	EAS	East Asian	HGDP	48.5	119.0	EAST_ASIA				1	0.08496000000000001	1e-05	0.012537999999999999	0.06977	0.816929	0.015782	1e-05	0.083285	1e-05	0.06994	0.81597	0.018335	1e-05	1e-05	0.012440000000000001	1e-05	0.816926	0.071469	1e-05	0.096969	0.014616	
HGDP01231		Mongolian	EAS	East Asian	HGDP	48.5	119.0	EAST_ASIA				1	0.030357	1e-05	0.003742	0.023231	0.9426399999999999	1e-05	1e-05	0.028968999999999998	1e-05	0.023269	0.9424030000000001	1e-05	1e-05	1e-05	0.005319	1e-05	0.942219	0.02393	1e-05	0.033821	1e-05	
HGDP01232		Mongolian	EAS	East Asian	HGDP	48.5	119.0	EAST_ASIA				1	0.010345	1e-05	0.034561	0.024544	0.926847	0.003682	1e-05	0.009142	1e-05	0.024494	0.9261520000000001	0.005291	1e-05	1e-05	0.034891000000000005	1e-05	0.925162	0.023378	1e-05	0.042175	0.009265	
HGDP01233		Hezhen	EAS	East Asian	HGDP	47.5	133.5	EAST_ASIA				1	0.008803	1e-05	1e-05	0.049369	0.941788	1e-05	1e-05	0.009006	1e-05	0.049614	0.9413299999999999	1e-05	1e-05	1e-05	1e-05	1e-05	0.9414440000000001	0.050172	1e-05	0.008354	1e-05	
HGDP01234		Hezhen	EAS	East Asian	HGDP	47.5	133.5	EAST_ASIA				1	0.025736000000000002	1e-05	0.007741	0.061215	0.905277	1e-05	1e-05	0.025620999999999998	1e-05	0.061247	0.9050729999999999	1e-05	1e-05	1e-05	0.008020000000000001	1e-05	0.905107	0.061443	1e-05	0.03342	1e-05	
HGDP01236		Hezhen	EAS	East Asian	HGDP	47.5	133.5	EAST_ASIA				1	0.007716	1e-05	0.005346	0.030844	0.9560639999999999	1e-05	1e-05	0.006161	1e-05	0.031125999999999997	0.9556049999999999	1e-05	1e-05	1e-05	0.007069	1e-05	0.956096	0.030871	1e-05	0.013003	1e-05	
HGDP01237		Hezhen	EAS	East Asian	HGDP	47.5	133.5	EAST_ASIA				1	0.020826	1e-05	1e-05	0.064192	0.914942	1e-05	1e-05	0.021031	1e-05	0.064171	0.914748	1e-05	1e-05	1e-05	1e-05	1e-05	0.9145709999999999	0.065563	1e-05	0.019836000000000003	1e-05	
HGDP01238		Hezhen	EAS	East Asian	HGDP	47.5	133.5	EAST_ASIA				1	0.042197000000000005	1e-05	1e-05	0.028630000000000003	0.929133	1e-05	1e-05	0.042349	1e-05	0.028689	0.928911	1e-05	1e-05	1e-05	1e-05	1e-05	0.9287200000000001	0.029800999999999998	1e-05	0.041449	1e-05	
HGDP01239		Hezhen	EAS	East Asian	HGDP	47.5	133.5	EAST_ASIA				1	0.018456	1e-05	1e-05	0.040408	0.936687	0.004419	1e-05	0.017897	1e-05	0.04041	0.934974	0.0050149999999999995	1e-05	0.001673	1e-05	1e-05	0.9363520000000001	0.041131	1e-05	0.017596	0.004901	
HGDP01240		Hezhen	EAS	East Asian	HGDP	47.5	133.5	EAST_ASIA	LP6005441-DNA_G05	China		1	0.014913999999999998	1e-05	1e-05	0.06435700000000001	0.920689	1e-05	1e-05	0.014528999999999999	1e-05	0.06463300000000001	0.9207879999999999	1e-05	1e-05	1e-05	1e-05	1e-05	0.920624	0.065287	1e-05	0.014058000000000001	1e-05	
HGDP01241		Hezhen	EAS	East Asian	HGDP	47.5	133.5	EAST_ASIA				1	0.011728	1e-05	0.004906000000000001	0.03928	0.9440559999999999	1e-05	1e-05	0.010924	1e-05	0.039411	0.94352	1e-05	1e-05	0.000424	0.00569	1e-05	0.94384	0.039455000000000004	1e-05	0.016675	1e-05	
HGDP01242		Hezhen	EAS	East Asian	HGDP	47.5	133.5	EAST_ASIA	LP6005441-DNA_H05	China		1	0.017207	1e-05	1e-05	0.056616	0.9261360000000001	1e-05	1e-05	0.017268000000000002	1e-05	0.056701	0.9259809999999999	1e-05	1e-05	1e-05	1e-05	1e-05	0.925881	0.05740700000000001	1e-05	0.016681	1e-05	
HGDP01243		Xibo	EAS	East Asian	HGDP	43.5	81.5	EAST_ASIA				1	0.18370899999999998	1e-05	0.031447	0.035113	0.7497	1e-05	1e-05	0.182336	1e-05	0.035281	0.74907	1e-05	1e-05	1e-05	0.033273000000000004	1e-05	0.748966	0.037357	1e-05	0.213648	1e-05	
HGDP01244		Xibo	EAS	East Asian	HGDP	43.5	81.5	EAST_ASIA				1	0.042161000000000004	1e-05	0.004664	0.020769	0.932376	1e-05	1e-05	0.041347	1e-05	0.020975999999999998	0.9321879999999999	1e-05	1e-05	1e-05	0.005449	1e-05	0.9321200000000001	0.021625	1e-05	0.046225	1e-05	
HGDP01245		Xibo	EAS	East Asian	HGDP	43.5	81.5	EAST_ASIA				1	0.029563	1e-05	1e-05	0.035339999999999996	0.929808	0.005259000000000001	1e-05	0.028332	1e-05	0.03564	0.9286559999999999	0.007331999999999999	1e-05	1e-05	1e-05	1e-05	0.9297469999999999	0.036469999999999995	1e-05	0.028748000000000003	0.005014	
HGDP01246		Xibo	EAS	East Asian	HGDP	43.5	81.5	EAST_ASIA	LP6005443-DNA_C02	China		1	0.025322	1e-05	1e-05	0.027374000000000002	0.9472649999999999	1e-05	1e-05	0.025293	1e-05	0.027514999999999998	0.947142	1e-05	1e-05	1e-05	1e-05	1e-05	0.947023	0.027882999999999998	1e-05	0.025064	1e-05	
HGDP01247		Xibo	EAS	East Asian	HGDP	43.5	81.5	EAST_ASIA				1	0.10549000000000001	1e-05	0.015268	0.026406	0.852806	1e-05	1e-05	0.10451500000000001	1e-05	0.026463	0.8523540000000001	1e-05	1e-05	1e-05	0.016628999999999998	1e-05	0.8526610000000001	0.027739999999999997	1e-05	0.11956900000000001	1e-05	
HGDP01248		Xibo	EAS	East Asian	HGDP	43.5	81.5	EAST_ASIA				1	0.049862000000000004	1e-05	0.03223	0.032221	0.8856569999999999	1e-05	1e-05	0.048934	1e-05	0.03247	0.885114	1e-05	1e-05	1e-05	0.033443	1e-05	0.8859739999999999	0.032217	1e-05	0.08177899999999999	1e-05	
HGDP01249		Xibo	EAS	East Asian	HGDP	43.5	81.5	EAST_ASIA				1	0.033456	1e-05	0.001068	0.024138	0.941307	1e-05	1e-05	0.032727	1e-05	0.024188	0.9411649999999999	1e-05	1e-05	1e-05	0.0018800000000000002	1e-05	0.94071	0.025027	1e-05	0.034233	1e-05	
HGDP01250		Xibo	EAS	East Asian	HGDP	43.5	81.5	EAST_ASIA	LP6005442-DNA_D01	China		1	0.047827	1e-05	0.008076999999999999	0.010625	0.933441	1e-05	1e-05	0.047052	1e-05	0.010904	0.932933	1e-05	1e-05	1e-05	0.00907	1e-05	0.93325	0.011114	1e-05	0.055607000000000004	1e-05	
HGDP01251		Xibo	EAS	East Asian	HGDP	43.5	81.5	EAST_ASIA				1	0.007989	1e-05	0.019232	0.030713999999999998	0.9420350000000001	1e-05	1e-05	0.0072	1e-05	0.030891000000000002	0.9416770000000001	1e-05	1e-05	1e-05	0.020193	1e-05	0.941826	0.030331999999999998	1e-05	0.027812	1e-05	
HGDP01253		Mozabite	AFR	African	HGDP	32.0	3.0	MIDDLE_EAST	LP6005441-DNA_G08	Algeria		1	1e-05	1e-05	0.823362	1e-05	1e-05	1e-05	0.17658800000000002	1e-05	0.17633800000000002	1e-05	1e-05	1e-05	1e-05	1e-05	0.8236020000000001	1e-05	1e-05	1e-05	0.227496	0.772464	1e-05	
HGDP01254		Mozabite	AFR	African	HGDP	32.0	3.0	MIDDLE_EAST				1	1e-05	1e-05	0.833966	1e-05	1e-05	1e-05	0.165984	1e-05	0.165741	1e-05	1e-05	1e-05	1e-05	1e-05	0.834199	1e-05	1e-05	1e-05	0.212277	0.787683	1e-05	
HGDP01255		Mozabite	AFR	African	HGDP	32.0	3.0	MIDDLE_EAST				1	0.19179100000000002	1e-05	0.637379	1e-05	1e-05	1e-05	0.17079	0.19070499999999999	0.170547	1e-05	1e-05	1e-05	1e-05	1e-05	0.638698	1e-05	1e-05	1e-05	0.20363499999999998	0.796325	1e-05	
HGDP01256		Mozabite	AFR	African	HGDP	32.0	3.0	MIDDLE_EAST				1	0.043881	1e-05	0.753612	1e-05	1e-05	1e-05	0.202467	0.042961	0.202238	1e-05	1e-05	1e-05	1e-05	1e-05	0.7547510000000001	0.005431	1e-05	1e-05	0.237421	0.7571180000000001	1e-05	
HGDP01257		Mozabite	AFR	African	HGDP	32.0	3.0	MIDDLE_EAST				1	1e-05	1e-05	0.7832939999999999	1e-05	1e-05	1e-05	0.216656	1e-05	0.21641100000000002	1e-05	1e-05	1e-05	1e-05	1e-05	0.783529	0.001228	1e-05	1e-05	0.26219499999999996	0.736548	1e-05	
HGDP01258		Mozabite	AFR	African	HGDP	32.0	3.0	MIDDLE_EAST				1	1e-05	1e-05	0.846232	1e-05	1e-05	1e-05	0.153718	1e-05	0.153497	1e-05	1e-05	1e-05	1e-05	1e-05	0.8464430000000001	1e-05	1e-05	1e-05	0.20058900000000002	0.799371	1e-05	
HGDP01259		Mozabite	AFR	African	HGDP	32.0	3.0	MIDDLE_EAST				1	0.053551999999999995	1e-05	0.738364	1e-05	1e-05	1e-05	0.208044	0.052927999999999996	0.207814	1e-05	1e-05	1e-05	1e-05	1e-05	0.739208	1e-05	1e-05	1e-05	0.24692399999999998	0.7530359999999999	1e-05	
HGDP01260		Mozabite	AFR	African	HGDP	32.0	3.0	MIDDLE_EAST				1	1e-05	1e-05	0.7908390000000001	1e-05	1e-05	1e-05	0.20911100000000002	1e-05	0.208911	1e-05	1e-05	1e-05	1e-05	1e-05	0.791029	1e-05	1e-05	1e-05	0.255211	0.744749	1e-05	
HGDP01261		Mozabite	AFR	African	HGDP	32.0	3.0	MIDDLE_EAST				1	1e-05	1e-05	0.647051	1e-05	1e-05	1e-05	0.35289899999999996	1e-05	0.352688	1e-05	1e-05	1e-05	1e-05	1e-05	0.647252	0.004592000000000001	1e-05	1e-05	0.38547	0.609908	1e-05	
HGDP01262		Mozabite	AFR	African	HGDP	32.0	3.0	MIDDLE_EAST				1	1e-05	1e-05	0.797183	1e-05	1e-05	1e-05	0.202767	1e-05	0.202546	1e-05	1e-05	1e-05	1e-05	1e-05	0.7973939999999999	0.0020800000000000003	1e-05	1e-05	0.245087	0.752803	1e-05	
HGDP01263		Mozabite	AFR	African	HGDP	32.0	3.0	MIDDLE_EAST				1	0.086653	1e-05	0.783736	1e-05	1e-05	1e-05	0.129571	0.0859	0.129378	1e-05	1e-05	1e-05	1e-05	1e-05	0.784672	1e-05	1e-05	1e-05	0.16936700000000002	0.830593	1e-05	
HGDP01264		Mozabite	AFR	African	HGDP	32.0	3.0	MIDDLE_EAST				1	0.02017	1e-05	0.814612	1e-05	1e-05	1e-05	0.165178	0.019146	0.164915	1e-05	1e-05	1e-05	1e-05	1e-05	0.8158890000000001	1e-05	1e-05	1e-05	0.210538	0.7894220000000001	1e-05	
HGDP01265		Mozabite	AFR	African	HGDP	32.0	3.0	MIDDLE_EAST				1	1e-05	1e-05	0.8290850000000001	1e-05	1e-05	1e-05	0.17086500000000002	1e-05	0.17061199999999999	1e-05	1e-05	1e-05	1e-05	1e-05	0.8293280000000001	1e-05	1e-05	1e-05	0.21969699999999998	0.780263	1e-05	
HGDP01266		Mozabite	AFR	African	HGDP	32.0	3.0	MIDDLE_EAST				1	0.015639	1e-05	0.798868	1e-05	1e-05	1e-05	0.185453	0.014813	0.18523299999999998	1e-05	1e-05	1e-05	1e-05	1e-05	0.799904	1e-05	1e-05	1e-05	0.22960500000000003	0.770355	1e-05	
HGDP01267		Mozabite	AFR	African	HGDP	32.0	3.0	MIDDLE_EAST				1	1e-05	1e-05	0.827926	1e-05	1e-05	1e-05	0.172024	1e-05	0.171771	1e-05	1e-05	1e-05	1e-05	1e-05	0.828169	1e-05	1e-05	1e-05	0.221264	0.778696	1e-05	
HGDP01268		Mozabite	AFR	African	HGDP	32.0	3.0	MIDDLE_EAST				1	1e-05	1e-05	0.822918	1e-05	1e-05	1e-05	0.177032	1e-05	0.176763	1e-05	1e-05	1e-05	1e-05	1e-05	0.823177	1e-05	1e-05	1e-05	0.22512600000000002	0.774834	1e-05	
HGDP01269		Mozabite	AFR	African	HGDP	32.0	3.0	MIDDLE_EAST				1	1e-05	1e-05	0.811569	1e-05	1e-05	1e-05	0.188381	1e-05	0.188133	1e-05	1e-05	1e-05	1e-05	1e-05	0.811807	1e-05	1e-05	1e-05	0.235306	0.764654	1e-05	
